measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,53,Serbia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,168,Angola,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,5848.377027846049,6431.313397410333,5318.51412233772
1,Deaths,202,Cameroon,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,203,Cabo Verde,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,136,Paraguay,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,2.999890757180469,3.2989045551544858,2.7281006818759965
1,Deaths,367,Monaco,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.0,0.0,0.0
1,Deaths,38,Mongolia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,154,Tunisia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,40.9985070147998,45.08502892044468,37.284042652305324
1,Deaths,119,Trinidad and Tobago,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,152,Saudi Arabia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,39,Tajikistan,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,23,Kiribati,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,170,Congo,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,185,Rwanda,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,132,Panama,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1983,0.0,0.0,0.0
1,Deaths,88,Malta,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,142,Iran (Islamic Republic of),3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,13914.034621700634,15300.914569718148,12653.423211578694
1,Deaths,218,Togo,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,71,Australia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,5.99978151436094,6.597809110308975,5.4562013637519975
1,Deaths,44,Bosnia and Herzegovina,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,72,New Zealand,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,90,Norway,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,1.9999271714536422,2.1992697034363182,1.8187337879173262
1,Deaths,10,Cambodia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,6939.042458027793,18378.419337943396,1880.6047753996122
1,Deaths,92,Spain,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,121.99555745867256,134.15545190961583,110.94276106295733
1,Deaths,121,Bolivia (Plurinational State of),3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,10.999599442995077,12.095983368899793,10.003035833545336
1,Deaths,102,United States of America,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,36.99865267189244,40.68648951357196,33.6465750764706
1,Deaths,198,Zimbabwe,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,12.999526614448712,14.29525307233612,11.82176962146267
1,Deaths,171,Democratic Republic of the Congo,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,184,Mozambique,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,504.0873811139884,1929.6821836055674,58.78843874839098
1,Deaths,126,Costa Rica,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,3.9998543429072932,4.398539406872647,3.637467575834662
1,Deaths,99,Uruguay,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1983,0.9999635857268246,1.099634851718163,0.909366893958667
1,Deaths,169,Central African Republic,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,191,Zambia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,6,China,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,195.73329115491433,215.24298651235247,177.9998567572612
1,Deaths,177,Djibouti,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,13,Malaysia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,98.45456662382581,376.89105148546224,11.482116943045112
1,Deaths,79,Finland,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,2.99989075718047,3.298904555154487,2.7281006818759983
1,Deaths,187,Somalia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.9999635857268209,1.099634851718159,0.9093668939586628
1,Deaths,46,Croatia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,77,Cyprus,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,110,Dominica,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,5.999781514360939,6.597809110308975,5.456201363751997
1,Deaths,175,Burundi,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1983,0.0,0.0,0.0
1,Deaths,76,Belgium,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.9999635857268206,1.0996348517181584,0.9093668939586629
1,Deaths,45,Bulgaria,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,24,Marshall Islands,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.0,0.0,0.0
1,Deaths,19,Timor-Leste,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,649.9763307224365,714.7626536168062,591.0884810731335
1,Deaths,66,Brunei Darussalam,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,59,Latvia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,89,Netherlands,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,1.999927171453645,2.199269703436321,1.818733787917329
1,Deaths,151,Qatar,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,43,Albania,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.0,0.0,0.0
1,Deaths,25,Micronesia (Federated States of),3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,105,Antigua and Barbuda,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,367,Monaco,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,78,Denmark,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,143,Iraq,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,25366.793349019827,27895.225827288275,23068.562102411684
1,Deaths,176,Comoros,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,210,Liberia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,52,Romania,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1983,147.0433826208003,161.69991642929008,133.72125349330696
1,Deaths,127,El Salvador,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,6547.262617555251,8796.15128774765,4789.435208953397
1,Deaths,132,Panama,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.9999635857268213,1.09963485171816,0.9093668939586632
1,Deaths,209,Guinea-Bissau,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,41,Uzbekistan,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,95,United Kingdom,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,199.9014822169286,309.0085131956736,132.6399458580468
1,Deaths,155,Turkey,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,110.9959580156775,122.05946854071615,100.93972522941202
1,Deaths,111,Dominican Republic,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,210,Liberia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,176,Comoros,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,129,Honduras,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,7.834328148395298,8.615213988527735,7.124538089435422
1,Deaths,90,Norway,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,413,Tokelau,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,369,Nauru,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,178,Eritrea,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,10408.286446832291,12588.774542225581,8561.745710550133
1,Deaths,217,Sierra Leone,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,57,Belarus,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,393,Saint Kitts and Nevis,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,24,Marshall Islands,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,97,Argentina,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,204,Chad,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,1504.8152012527257,1654.807499305112,1368.478957711579
1,Deaths,85,Israel,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,26.99901681462426,29.6901409963904,24.552906136884005
1,Deaths,12,Lao People's Democratic Republic,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,99,Uruguay,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,143,Iraq,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,19455.8674529283,21395.129009721437,17693.166038722396
1,Deaths,367,Monaco,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,193,Botswana,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,30,Vanuatu,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,38,Mongolia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,195,Namibia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,516.8741777170953,568.3935574091564,470.0453819189769
1,Deaths,74,Andorra,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,161,Bangladesh,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,5.99978151436094,6.597809110308972,5.456201363751997
1,Deaths,63,Ukraine,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,144,Jordan,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,130,Mexico,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,112,Grenada,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,396,San Marino,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,183,Mauritius,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,118,Suriname,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,128,Guatemala,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,7371.309236918344,13692.023393287676,3563.873653982946
1,Deaths,141,Egypt,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,21.999198885990154,24.19196673779959,20.00607166709067
1,Deaths,140,Bahrain,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,54,Slovakia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.0,0.0,0.0
1,Deaths,208,Guinea,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.0,0.0,0.0
1,Deaths,48,Hungary,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,111,Dominican Republic,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.9999635857268209,1.099634851718159,0.9093668939586629
1,Deaths,169,Central African Republic,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,2.9998907571804687,3.298904555154485,2.728100681875997
1,Deaths,119,Trinidad and Tobago,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.9999635857268252,1.0996348517181638,0.9093668939586677
1,Deaths,6,China,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,1.9999271714536486,2.1992697034363267,1.8187337879173335
1,Deaths,52,Romania,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,156.5575821433785,172.16244279581076,142.37346662570965
1,Deaths,91,Portugal,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,1098.9599807137806,1208.4987020382612,999.3942164605749
1,Deaths,94,Switzerland,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.0,0.0,0.0
1,Deaths,207,Ghana,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,165,Pakistan,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1983,9.999635857268235,10.996348517181623,9.09366893958666
1,Deaths,19,Timor-Leste,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1983,601.9780786075484,661.9801807343342,547.4388701631175
1,Deaths,522,Sudan,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.0,0.0,0.0
1,Deaths,118,Suriname,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1983,0.0,0.0,0.0
1,Deaths,61,Republic of Moldova,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.0,0.0,0.0
1,Deaths,211,Mali,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1981,0.0,0.0,0.0
1,Deaths,160,Afghanistan,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,34651.94123429224,116307.32957221755,5686.822403568221
1,Deaths,136,Paraguay,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1983,0.9999635857268248,1.0996348517181638,0.9093668939586669
1,Deaths,144,Jordan,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.9999635857268211,1.0996348517181591,0.9093668939586629
1,Deaths,87,Luxembourg,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.0,0.0,0.0
1,Deaths,122,Ecuador,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,4.999817928634118,5.498174258590813,4.546834469793331
1,Deaths,108,Belize,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.0,0.0,0.0
1,Deaths,376,Northern Mariana Islands,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
1,Deaths,218,Togo,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.0,0.0,0.0
1,Deaths,189,United Republic of Tanzania,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,88.0275944224009,96.80173570463128,80.05229516869663
1,Deaths,152,Saudi Arabia,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1982,0.0,0.0,0.0
1,Deaths,126,Costa Rica,3,Both,22,All ages,945,Conflict and terrorism,1,Number,1980,0.0,0.0,0.0
